Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
wb_vol_total,sample_collection_snapshot,,calc,Total Volume of Whole Blood collected from the Patient,"sum([wb_vol_vis_1],[wb_vol_vis_2])",ml,,,,,,,,,,,
wb_proc_rem,sample_collection_snapshot,Volume of Stored Samples  (sum of aliquots from both Visits combined),calc,Volume of Whole Blood (sum of aliquots from both Visits combined),"sum([baseline_arm_1][tot_vol_wb_aliq_bl],[visit_2_arm_1][tot_vol_wb_aliq_v2])",ml,,,,,,,,,,,@HIDDEN
wb_proc_rem_tot_vial,sample_collection_snapshot,,calc,Total number of Whole Blood Vials,"sum([baseline_arm_1][wb_num_aliq],[visit_2_arm_1][wb_num_aliq])",,,,,,,,,,,,@HIDDEN
pl_proc_rem,sample_collection_snapshot,,calc,Volume of Blood Plasma (sum of aliquots from both Visits combined),"sum([baseline_arm_1][tot_vol_pl_aliq_bl],[visit_2_arm_1][tot_vol_pl_aliq_v2])",ml,,,,,,,,,,,
pl_proc_rem_tot_vial,sample_collection_snapshot,,calc,Total number of Blood Plasma Vials,"sum(if([baseline_arm_1][vol_pl_aliq_1]>0,1,0),if([baseline_arm_1][rem_vol_pl_aliq_1]>0,1,0),if([baseline_arm_1][vol_pl_aliq_2]>0,1,0),if([baseline_arm_1][rem_vol_pl_aliq_2]>0,1,0),if([baseline_arm_1][vol_pl_aliq_3]>0,1,0),if([baseline_arm_1][rem_vol_pl_aliq_3]>0,1,0),if([baseline_arm_1][vol_pl_aliq_4]>0,1,0),if([baseline_arm_1][rem_vol_pl_aliq_4]>0,1,0),if([baseline_arm_1][vol_pl_aliq_5]>0,1,0),if([baseline_arm_1][rem_vol_pl_aliq_5]>0,1,0),if([baseline_arm_1][vol_pl_aliq_6]>0,1,0),if([baseline_arm_1][rem_vol_pl_aliq_6]>0,1,0),if([baseline_arm_1][vol_pl_aliq_7]>0,1,0),if([baseline_arm_1][rem_vol_pl_aliq_7]>0,1,0),if([baseline_arm_1][vol_pl_aliq_8]>0,1,0),if([baseline_arm_1][rem_vol_pl_aliq_8]>0,1,0),if([baseline_arm_1][vol_pl_aliq_9]>0,1,0),if([baseline_arm_1][rem_vol_pl_aliq_9]>0,1,0),if([baseline_arm_1][vol_pl_aliq_10]>0,1,0),if([baseline_arm_1][rem_vol_pl_aliq_10]>0,1,0),if([visit_2_arm_1][vol_pl_aliq_1]>0,1,0),if([visit_2_arm_1][rem_vol_pl_aliq_1]>0,1,0),if([visit_2_arm_1][vol_pl_aliq_2]>0,1,0),if([visit_2_arm_1][rem_vol_pl_aliq_2]>0,1,0),if([visit_2_arm_1][vol_pl_aliq_3]>0,1,0),if([visit_2_arm_1][rem_vol_pl_aliq_3]>0,1,0),if([visit_2_arm_1][vol_pl_aliq_4]>0,1,0),if([visit_2_arm_1][rem_vol_pl_aliq_4]>0,1,0),if([visit_2_arm_1][vol_pl_aliq_5]>0,1,0),if([visit_2_arm_1][rem_vol_pl_aliq_5]>0,1,0),if([visit_2_arm_1][vol_pl_aliq_6]>0,1,0),if([visit_2_arm_1][rem_vol_pl_aliq_6]>0,1,0),if([visit_2_arm_1][vol_pl_aliq_7]>0,1,0),if([visit_2_arm_1][rem_vol_pl_aliq_7]>0,1,0),if([visit_2_arm_1][vol_pl_aliq_8]>0,1,0),if([visit_2_arm_1][rem_vol_pl_aliq_8]>0,1,0),if([visit_2_arm_1][vol_pl_aliq_9]>0,1,0),if([visit_2_arm_1][rem_vol_pl_aliq_9]>0,1,0),if([visit_2_arm_1][vol_pl_aliq_10]>0,1,0),if([visit_2_arm_1][rem_vol_pl_aliq_10]>0,1,0))",,,,,,,,,,,,
bs_proc_rem,sample_collection_snapshot,,calc,Volume of Blood Serum (sum of aliquots from both Visits combined),"sum([baseline_arm_1][vol_bs_aliq_1],[baseline_arm_1][vol_bs_aliq_2],[baseline_arm_1][vol_bs_aliq_3],[baseline_arm_1][vol_bs_aliq_4],[baseline_arm_1][vol_bs_aliq_5],[visit_2_arm_1][vol_bs_aliq_1],[visit_2_arm_1][vol_bs_aliq_2],[visit_2_arm_1][vol_bs_aliq_3],[visit_2_arm_1][vol_bs_aliq_4],[visit_2_arm_1][vol_bs_aliq_5])",ml,,,,,,,,,,,
bs_proc_rem_tot_vial,sample_collection_snapshot,,calc,Total number of Blood Serum Vials,"sum(if([baseline_arm_1][vol_bs_aliq_1]>0,1,0), if([baseline_arm_1][vol_bs_aliq_2]>0,1,0), if([baseline_arm_1][vol_bs_aliq_3]>0,1,0), if([baseline_arm_1][vol_bs_aliq_4]>0,1,0), if([baseline_arm_1][vol_bs_aliq_5]>0,1,0), if([visit_2_arm_1][vol_bs_aliq_1]>0,1,0), if([visit_2_arm_1][vol_bs_aliq_2]>0,1,0), if([visit_2_arm_1][vol_bs_aliq_3]>0,1,0), if([visit_2_arm_1][vol_bs_aliq_4]>0,1,0), if([visit_2_arm_1][vol_bs_aliq_5]>0,1,0))",,,,,,,,,,,,
bc_proc_rem,sample_collection_snapshot,,calc,Volume of Buffy Coat (sum of aliquots from both Visits combined),"sum([baseline_arm_1][vol_bc_aliq_1],[baseline_arm_1][vol_bc_aliq_2],[baseline_arm_1][vol_bc_aliq_3],[baseline_arm_1][vol_bc_aliq_4],[baseline_arm_1][vol_bc_aliq_5],[visit_2_arm_1][vol_bc_aliq_1],[visit_2_arm_1][vol_bc_aliq_2],[visit_2_arm_1][vol_bc_aliq_3],[visit_2_arm_1][vol_bc_aliq_4],[visit_2_arm_1][vol_bc_aliq_5])",ml,,,,,,,,,,,
bc_proc_rem_tot_vial,sample_collection_snapshot,,calc,Total number of Buffy Coat Vials,"sum(if([baseline_arm_1][vol_bc_aliq_1]>0,1,0),if([baseline_arm_1][vol_bc_aliq_2]>0,1,0),if([baseline_arm_1][vol_bc_aliq_3]>0,1,0),if([baseline_arm_1][vol_bc_aliq_4]>0,1,0),if([baseline_arm_1][vol_bc_aliq_5]>0,1,0),if([visit_2_arm_1][vol_bc_aliq_1]>0,1,0),if([visit_2_arm_1][vol_bc_aliq_2]>0,1,0),if([visit_2_arm_1][vol_bc_aliq_3]>0,1,0),if([visit_2_arm_1][vol_bc_aliq_4]>0,1,0),if([visit_2_arm_1][vol_bc_aliq_5]>0,1,0))",,,,,,,,,,,,
dna_proc_rem,sample_collection_snapshot,,calc,Volume of DNA  (sum of aliquots from both Visits combined),"sum([baseline_arm_1][vol_dna_aliq_1],[baseline_arm_1][vol_dna_aliq_2],[baseline_arm_1][vol_dna_aliq_3],[baseline_arm_1][vol_dna_aliq_4],[baseline_arm_1][vol_dna_aliq_5],[visit_2_arm_1][vol_dna_aliq_1],[visit_2_arm_1][vol_dna_aliq_2],[visit_2_arm_1][vol_dna_aliq_3],[visit_2_arm_1][vol_dna_aliq_4],[visit_2_arm_1][vol_dna_aliq_5])",microliters,,,,,,,,,,,
dna_proc_rem_tot_vial,sample_collection_snapshot,,calc,Total number of DNA Vials,"sum(if([baseline_arm_1][vol_dna_aliq_1]>0,1,0),if([baseline_arm_1][vol_dna_aliq_2]>0,1,0),if([baseline_arm_1][vol_dna_aliq_3]>0,1,0),if([baseline_arm_1][vol_dna_aliq_4]>0,1,0),if([baseline_arm_1][vol_dna_aliq_5]>0,1,0),if([visit_2_arm_1][vol_dna_aliq_1]>0,1,0),if([visit_2_arm_1][vol_dna_aliq_2]>0,1,0),if([visit_2_arm_1][vol_dna_aliq_3]>0,1,0),if([visit_2_arm_1][vol_dna_aliq_4]>0,1,0),if([visit_2_arm_1][vol_dna_aliq_5]>0,1,0))",,,,,,,,,,,,
pbmc_proc_rem,sample_collection_snapshot,,calc,Volume of PBMC (sum of aliquots from both Visits combined),"sum([baseline_arm_1][vol_pbmc_aliq_1],[baseline_arm_1][vol_pbmc_aliq_2],[baseline_arm_1][vol_pbmc_aliq_3],[baseline_arm_1][vol_pbmc_aliq_4],[visit_2_arm_1][vol_pbmc_aliq_1],[visit_2_arm_1][vol_pbmc_aliq_2],[visit_2_arm_1][vol_pbmc_aliq_3],[visit_2_arm_1][vol_pbmc_aliq_4])",ml,,,,,,,,,,,"sum([baseline_arm_1][vol_pbmc_aliq_1],[baseline_arm_1][vol_pbmc_aliq_2],[baseline_arm_1][vol_pbmc_aliq_3],[baseline_arm_1][vol_pbmc_aliq_4],[baseline_arm_1][vol_pbmc_aliq_5],[visit_2_arm_1][vol_pbmc_aliq_1],[visit_2_arm_1][vol_pbmc_aliq_2],[visit_2_arm_1][vol_pbmc_aliq_3],[visit_2_arm_1][vol_pbmc_aliq_4],[visit_2_arm_1][vol_pbmc_aliq_5])"
pbmc_proc_rem_tot_vial,sample_collection_snapshot,,calc,Total number of PBMC Vials,"sum(if([baseline_arm_1][vol_pbmc_aliq_1]>0,1,0), if([baseline_arm_1][vol_pbmc_aliq_2]>0,1,0), if([baseline_arm_1][vol_pbmc_aliq_3]>0,1,0), if([baseline_arm_1][vol_pbmc_aliq_4]>0,1,0),  if([visit_2_arm_1][vol_pbmc_aliq_1]>0,1,0), if([visit_2_arm_1][vol_pbmc_aliq_2]>0,1,0), if([visit_2_arm_1][vol_pbmc_aliq_3]>0,1,0), if([visit_2_arm_1][vol_pbmc_aliq_4]>0,1,0))",,,,,,,,,,,,
ship_destination,shipping,Shipping,checkbox,Shipping Destination,"1, NU | 2, Mayo clinic",,,,,,,,,,,,
shipped_date,shipping,,text,Shipped Date,,,date_ymd,,,,,y,,,,,
ship_personnel,shipping,,dropdown,Shipping Personnel,"1, Alani Akanmu | 2, Fatima Onawoga | 3, Godwin | 4, Jonathan | 5, Other",,,,,,,,,,,,
ship_personnel_oth,shipping,,text,"If Other, Please enter the name",,,,,,,[ship_personnel] = '5',,,,,,
ship_type_sample_nu,shipping,Shipped to NU,checkbox,Type of Sample that is shipped,"1, Whole Blood | 2, Blood Plasma | 3, Buffy Coat | 4, Blood Serum | 5, DNA",,,,,,[ship_destination(1)] = '1',,,,,,"6, PBMC 7, RNA"
ship_sample_nu_reason,shipping,,text,Reason,,,,,,,[ship_destination(1)] = '1',,,,,,
ship_sample_nu_pl_num,shipping,,text,Number of Blood Plasma samples shipped,,,,,,,[ship_type_sample_nu(2)] = '1',,,,,,
ship_sample_nu_bc_num,shipping,,text,Number of Buffy Coat samples shipped,,,,,,,[ship_type_sample_nu(3)] = '1',,,,,,
ship_sample_nu_bs_num,shipping,,text,Number of Blood Serum samples shipped,,,,,,,[ship_type_sample_nu(4)] = '1',,,,,,
ship_sample_nu_dna_num,shipping,,text,Number of DNA samples shipped,,,,,,,[ship_type_sample_nu(5)] = '1',,,,,,
wb_sample_id_nu,shipping,Whole Blood,text,Whole Blood Sample ID:,,,,,,,[ship_destination(1)] = '1' and [ship_type_sample_nu(1)] = '1',,,,,,@HIDDEN
wb_sample_volume_nu,shipping,,text,Whole Blood -Sample Volume,,,,,,,[ship_type_sample_nu(1)] = '1' and [ship_destination(1)] = '1',,,,,,@HIDDEN
wb_sample_id_nu_2,shipping,,text,Whole Blood Sample ID:,,,,,,,[ship_destination(1)] = '1' and [ship_type_sample_nu(1)] = '1',,,,,,@HIDDEN
wb_sample_volume_nu_2,shipping,,text,Whole Blood -Sample Volume,,,,,,,[ship_type_sample_nu(1)] = '1' and [ship_destination(1)] = '1',,,,,,@HIDDEN
pl_sample_id_nu,shipping,Blood Plasma,text,Blood Plasma Sample ID:,,,,,,,[ship_destination(1)] = '1' and [ship_type_sample_nu(2)] = '1',,,,,,
pl_sample_volume_nu,shipping,,text,Blood Plasma -Sample Volume,,ml,,,,,[ship_destination(1)] = '1' and [ship_type_sample_nu(2)] = '1',,,,,,
pl_sample_id_nu_2,shipping,,text,Blood Plasma Sample ID:,,,,,,,[ship_destination(1)] = '1' and [ship_type_sample_nu(2)] = '1' and [ship_sample_nu_pl_num] > 1,,,,,,
pl_sample_volume_nu_2,shipping,,text,Blood Plasma -Sample Volume,,ml,,,,,[ship_destination(1)] = '1' and [ship_type_sample_nu(2)] = '1' and [ship_sample_nu_pl_num] > 1,,,,,,
bc_sample_id_nu,shipping,Buffy Coat,text,Buffy Coat Sample ID:,,,,,,,[ship_destination(1)] = '1' and [ship_type_sample_nu(3)] = '1',,,,,,
bc_sample_volume_nu,shipping,,text,Buffy Coat -Sample Volume,,ml,,,,,[ship_destination(1)] = '1' and [ship_type_sample_nu(3)] = '1',,,,,,
bc_sample_id_nu_2,shipping,,text,Buffy Coat Sample ID:,,,,,,,[ship_destination(1)] = '1' and [ship_type_sample_nu(3)] = '1' and [ship_sample_nu_bc_num] > 1,,,,,,
bc_sample_volume_nu_2,shipping,,text,Buffy Coat -Sample Volume,,ml,,,,,[ship_destination(1)] = '1' and [ship_type_sample_nu(3)] = '1' and [ship_sample_nu_bc_num] > 1,,,,,,
bs_sample_id_nu,shipping,Blood Serum,text,Blood Serum Sample ID:,,,,,,,[ship_destination(1)] = '1' and [ship_type_sample_nu(4)] = '1',,,,,,
bs_sample_volume_nu,shipping,,text,Blood Serum -Sample Volume,,ml,,,,,[ship_destination(1)] = '1' and [ship_type_sample_nu(4)] = '1',,,,,,
bs_sample_id_nu_2,shipping,,text,Blood Serum Sample ID:,,,,,,,[ship_destination(1)] = '1' and [ship_type_sample_nu(4)] = '1' and [ship_sample_nu_bs_num] > 1,,,,,,
bs_sample_volume_nu_2,shipping,,text,Blood Serum -Sample Volume,,ml,,,,,[ship_destination(1)] = '1' and [ship_type_sample_nu(4)] = '1' and [ship_sample_nu_bs_num] > 1,,,,,,
dna_sample_id_nu,shipping,DNA,text,DNA Sample ID,,,,,,,[ship_destination(1)] = '1' and [ship_type_sample_nu(5)] = '1',,,,,,
dna_sample_volume_nu,shipping,,text,DNA - Sample Volume,,microliters,,,,,[ship_destination(1)] = '1' and [ship_type_sample_nu(5)] = '1',,,,,,
dna_sample_id_nu_2,shipping,,text,DNA Sample ID,,,,,,,[ship_destination(1)] = '1' and [ship_type_sample_nu(5)] = '1' and [ship_sample_nu_dna_num] > 1,,,,,,
dna_sample_volume_nu_2,shipping,,text,DNA - Sample Volume,,microliters,,,,,[ship_destination(1)] = '1' and [ship_type_sample_nu(5)] = '1' and [ship_sample_nu_dna_num] > 1,,,,,,
rna_sample_id_nu,shipping,RNA,text,RNA Sample ID,,,,,,,,,,,,,"@HIDDEN[ship_destination(1)] = '1' and [ship_type_sample_nu(7)] = '1'"
rna_sample_volume_nu,shipping,,text,RNA - Sample Volume,,ml,,,,,,,,,,,"@HIDDEN[ship_destination(1)] = '1' and [ship_type_sample_nu(7)] = '1'"
rna_sample_id_nu_2,shipping,,text,RNA Sample ID,,,,,,,,,,,,,"@HIDDEN[ship_destination(1)] = '1' and [ship_type_sample_nu(7)] = '1'"
rna_sample_volume_nu_2,shipping,,text,RNA - Sample Volume,,ml,,,,,,,,,,,"@HIDDEN[ship_destination(1)] = '1' and [ship_type_sample_nu(7)] = '1'"
ship_type_sample_mayo,shipping,Shipped to Mayo Clinic,checkbox,Type of Sample that is shipped,"1, Whole Blood | 2, Blood Plasma | 3, Buffy Coat | 4, Blood Serum | 5, DNA",,,,,,[ship_destination(2)] = '1',,,,,,"6,PBMC7, RNA"
ship_sample_mayo_reason,shipping,,text,Reason,,,,,,,[ship_destination(2)] = '1',,,,,,
ship_sample_mayo_pl_num,shipping,,text,Number of Blood Plasma samples shipped,,,,,,,[ship_type_sample_mayo(2)] = '1',,,,,,
ship_sample_mayo_bc_num,shipping,,text,Number of Buffy Coat samples shipped,,,,,,,[ship_type_sample_mayo(3)] = '1',,,,,,
ship_sample_mayo_bs_num,shipping,,text,Number of Blood Serum samples shipped,,,,,,,[ship_type_sample_mayo(4)] = '1',,,,,,
ship_sample_mayo_dna_num,shipping,,text,Number of DNA samples shipped,,,,,,,[ship_type_sample_mayo(5)] = '1',,,,,,
wb_sample_id_mayo,shipping,Whole Blood,text,Whole Blood Sample ID:,,,,,,,[ship_destination(2)] = '1' and [ship_type_sample_mayo(1)] = '1',,,,,,@HIDDEN
wb_sample_volume_mayo,shipping,,text,Whole Blood -Sample Volume,,,,,,,[ship_destination(2)] = '1' and [ship_type_sample_mayo(1)] = '1',,,,,,@HIDDEN
wb_sample_id_mayo_2,shipping,,text,Whole Blood Sample ID:,,,,,,,[ship_destination(2)] = '1' and [ship_type_sample_mayo(1)] = '1',,,,,,@HIDDEN
wb_sample_volume_mayo_2,shipping,,text,Whole Blood -Sample Volume,,,,,,,[ship_destination(2)] = '1' and [ship_type_sample_mayo(1)] = '1',,,,,,@HIDDEN
pl_sample_id_mayo,shipping,Blood Plasma,text,Blood Plasma Sample ID:,,,,,,,[ship_destination(2)] = '1' and [ship_type_sample_mayo(2)] = '1',,,,,,
pl_sample_volume_mayo,shipping,,text,Blood Plasma -Sample Volume,,ml,,,,,[ship_destination(2)] = '1' and [ship_type_sample_mayo(2)] = '1',,,,,,
pl_sample_id_mayo_2,shipping,,text,Blood Plasma Sample ID:,,,,,,,[ship_destination(2)] = '1' and [ship_type_sample_mayo(2)] = '1' and [ship_sample_mayo_pl_num] > 1,,,,,,
pl_sample_volume_mayo_2,shipping,,text,Blood Plasma -Sample Volume,,ml,,,,,[ship_destination(2)] = '1' and [ship_type_sample_mayo(2)] = '1' and [ship_sample_mayo_pl_num] > 1,,,,,,
bc_sample_id_mayo,shipping,Buffy Coat,text,Buffy Coat Sample ID:,,,,,,,[ship_destination(2)] = '1' and [ship_type_sample_mayo(3)] = '1',,,,,,
bc_sample_volume_mayo,shipping,,text,Buffy Coat -Sample Volume,,ml,,,,,[ship_destination(2)] = '1' and [ship_type_sample_mayo(3)] = '1',,,,,,
bc_sample_id_mayo_2,shipping,,text,Buffy Coat Sample ID:,,,,,,,[ship_destination(2)] = '1' and [ship_type_sample_mayo(3)] = '1' and [ship_sample_mayo_bc_num] > 1,,,,,,
bc_sample_volume_mayo_2,shipping,,text,Buffy Coat -Sample Volume,,ml,,,,,[ship_destination(2)] = '1' and [ship_type_sample_mayo(3)] = '1' and [ship_sample_mayo_bc_num] > 1,,,,,,
bs_sample_id_mayo,shipping,Blood Serum,text,Blood Serum Sample ID:,,,,,,,[ship_destination(2)] = '1' and [ship_type_sample_mayo(4)] = '1',,,,,,
bs_sample_volume_mayo,shipping,,text,Blood Serum -Sample Volume,,ml,,,,,[ship_destination(2)] = '1' and [ship_type_sample_mayo(4)] = '1',,,,,,
bs_sample_id_mayo_2,shipping,,text,Blood Serum Sample ID:,,,,,,,[ship_destination(2)] = '1' and [ship_type_sample_mayo(4)] = '1' and [ship_sample_mayo_bs_num] > 1,,,,,,
bs_sample_volume_mayo_2,shipping,,text,Blood Serum -Sample Volume,,ml,,,,,[ship_destination(2)] = '1' and [ship_type_sample_mayo(4)] = '1' and [ship_sample_mayo_bs_num] > 1,,,,,,
dna_sample_id_mayo,shipping,DNA,text,DNA Sample ID,,,,,,,[ship_destination(2)] = '1' and [ship_type_sample_mayo(5)] = '1',,,,,,
dna_sample_volume_mayo,shipping,,text,DNA - Sample Volume,,microliters,,,,,[ship_destination(2)] = '1' and [ship_type_sample_mayo(5)] = '1',,,,,,
dna_sample_id_mayo_2,shipping,,text,DNA Sample ID,,,,,,,[ship_destination(2)] = '1' and [ship_type_sample_mayo(5)] = '1' and [ship_sample_mayo_dna_num] > 1,,,,,,
dna_sample_volume_mayo_2,shipping,,text,DNA - Sample Volume,,microliters,,,,,[ship_destination(2)] = '1' and [ship_type_sample_mayo(5)] = '1' and [ship_sample_mayo_dna_num] > 1,,,,,,
rna_sample_id_mayo,shipping,RNA,text,RNA Sample ID,,,,,,,,,,,,,"@HIDDEN[ship_destination(2)] = '1' and [ship_type_sample_mayo(7)] = '1'"
rna_sample_volume_mayo,shipping,,text,RNA - Sample Volume,,ml,,,,,,,,,,,"@HIDDEN[ship_destination(2)] = '1' and [ship_type_sample_mayo(7)] = '1'"
rna_sample_id_mayo_2,shipping,,text,RNA Sample ID,,,,,,,,,,,,,"@HIDDEN[ship_destination(2)] = '1' and [ship_type_sample_mayo(7)] = '1'"
rna_sample_volume_mayo_2,shipping,,text,RNA - Sample Volume,,ml,,,,,,,,,,,"@HIDDEN[ship_destination(2)] = '1' and [ship_type_sample_mayo(7)] = '1'"
total_ship_wb,shipping,Total Quantity of Samples Shipped,calc,Total Whole Blood Shipped(to both NU and Mayo),"sum((if([wb_sample_volume_nu] <> '' or [wb_sample_volume_mayo] <> '',(sum([wb_sample_volume_mayo],[wb_sample_volume_nu])),0)),(if([wb_sample_volume_nu_2] <> '' or [wb_sample_volume_mayo_2] <> '',(sum([wb_sample_volume_mayo_2],[wb_sample_volume_nu_2])),0)))",ml,,,,,,,,,,,"@HIDDENsum([wb_sample_volume_mayo],[wb_sample_volume_nu])"
total_ship_pl,shipping,,calc,Total Blood Plasma Shipped(to both NU and Mayo),"sum((if([pl_sample_volume_nu] <> '' or [pl_sample_volume_mayo] <> '',(sum([pl_sample_volume_mayo],[pl_sample_volume_nu])),0)),(if([pl_sample_volume_nu_2] <> '' or [pl_sample_volume_mayo_2] <> '',(sum([pl_sample_volume_mayo_2],[pl_sample_volume_nu_2])),0)))",ml,,,,,,,,,,,
total_ship_bc,shipping,,calc,Total Buffy Coat Shipped(to both NU and Mayo),"sum((if([bc_sample_volume_nu] <> '' or [bc_sample_volume_mayo] <> '',(sum([bc_sample_volume_mayo],[bc_sample_volume_nu])),0)),(if([bc_sample_volume_nu_2] <> '' or [bc_sample_volume_mayo_2] <> '',(sum([bc_sample_volume_mayo_2],[bc_sample_volume_nu_2])),0)))",ml,,,,,,,,,,,
total_ship_bs,shipping,,calc,Total Blood Serum Shipped(to both NU and Mayo),"sum((if([bs_sample_volume_nu] <> '' or [bs_sample_volume_mayo] <> '',(sum([bs_sample_volume_mayo],[bs_sample_volume_nu])),0)),(if([bs_sample_volume_nu_2] <> '' or [bs_sample_volume_mayo_2] <> '',(sum([bs_sample_volume_mayo_2],[bs_sample_volume_nu_2])),0)))",ml,,,,,,,,,,,
total_ship_dna,shipping,,calc,Total DNA Shipped(to both NU and Mayo),"sum((if([dna_sample_volume_nu] <> '' or [dna_sample_volume_mayo] <> '',(sum([dna_sample_volume_mayo],[dna_sample_volume_nu])),0)),(if([dna_sample_volume_nu_2] <> '' or [dna_sample_volume_mayo_2] <> '',(sum([dna_sample_volume_mayo_2],[dna_sample_volume_nu_2])),0)))",microliters,,,,,,,,,,,
total_ship_rna,shipping,,calc,Total RNA Shipped(to both NU and Mayo),"sum((if([rna_sample_volume_nu] <> '' or [rna_sample_volume_mayo] <> '',(sum([rna_sample_volume_mayo],[rna_sample_volume_nu])),0)),(if([rna_sample_volume_nu_2] <> '' or [rna_sample_volume_mayo_2] <> '',(sum([rna_sample_volume_mayo_2],[rna_sample_volume_nu_2])),0)))",ml,,,,,,,,,,,@HIDDEN
misc_notes_shipping,shipping,Comments/Notes,notes,Shipping Notes,,,,,,,,,,,,,
no_sample_types,whole_blood_post_shipping_storage,Post Shipping - Baseline samples,descriptive,"If you see a ""---------"" , It means there are no sample types.",,,,,,,,,,,,,
wb_aliq_1_bl_as,whole_blood_post_shipping_storage,Whole Blood - Aliquot 1,text,Whole Blood Aliquot ID 1,,,,,,,,,,,,,"@DEFAULT='[baseline_arm_1][wb_aliq_1]'@HIDDEN"
vol_wb_shpaliq1_bl_as,whole_blood_post_shipping_storage,,text,Volume Shipped(in ml),, Enter '0' if sample is not shipped.,number,,,,,,,,,,"@DEFAULT ='0'@HIDDEN"
vol_wb_aliq_1_bl_as,whole_blood_post_shipping_storage,,calc,Volume (in ml),"if([baseline_arm_1][process_wb_aliq_1] ='1',[baseline_arm_1][rem_vol_wb_aliq_1],[baseline_arm_1][vol_wb_aliq_1]) -[shipping_arm_1][vol_wb_shpaliq1_bl_as]",,,,,,,,,,,,@HIDDEN
fzr_loc_wb_aliq1_bl_as,whole_blood_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,"@DEFAULT='[baseline_arm_1][fzr_loc_wb_aliq1]'@HIDDEN"
fzr_num_wb_aliq1_bl_as,whole_blood_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,"@DEFAULT='[baseline_arm_1][fzr_num_wb_aliq1]'@HIDDEN"
box_wb_aliq1_bl_as,whole_blood_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,"@DEFAULT='[baseline_arm_1][box_wb_aliq1]'@HIDDEN"
row_wb_aliq1_bl_as,whole_blood_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,"@DEFAULT='[baseline_arm_1][row_wb_aliq1]'@HIDDEN"
column_wb_aliq1_bl_as,whole_blood_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,"@DEFAULT='[baseline_arm_1][column_wb_aliq1]'@HIDDEN"
loc_wb_1_bl_as,whole_blood_post_shipping_storage,,descriptive,Location - Freezer : [baseline_arm_1][fzr_loc_wb_aliq1]Freezer Number : [baseline_arm_1][fzr_num_wb_aliq1]Location - Box : [baseline_arm_1][box_wb_aliq1]Location - Row : [baseline_arm_1][row_wb_aliq1]Location - Column : [baseline_arm_1][column_wb_aliq1],,,,,,,,,,,,,@DEFAULT='Location - Freezer : [baseline_arm_1][fzr_loc_wb_aliq1]'@HIDDEN
wb_aliq_2_bl_as,whole_blood_post_shipping_storage,Whole Blood - Aliquot 2,text,Whole Blood Aliquot ID 2,,,,,,,,,,,,,"@DEFAULT='[baseline_arm_1][wb_aliq_2]'@HIDDEN"
vol_wb_shpaliq2_bl_as,whole_blood_post_shipping_storage,,text,Volume Shipped(in ml),, Enter '0' if sample is not shipped.,number,,,,,,,,,,"@DEFAULT ='0'@HIDDEN"
vol_wb_aliq_2_bl_as,whole_blood_post_shipping_storage,,calc,Volume (in ml),"if([baseline_arm_1][process_wb_aliq_2] ='1',[baseline_arm_1][rem_vol_wb_aliq_2],[baseline_arm_1][vol_wb_aliq_2]) -[shipping_arm_1][vol_wb_shpaliq2_bl_as]",,,,,,,,,,,,@HIDDEN
fzr_loc_wb_aliq2_bl_as,whole_blood_post_shipping_storage,,text,Location - Freezer,,,,,,,,,,,,,"@DEFAULT='[baseline_arm_1][fzr_loc_wb_aliq2]'@HIDDEN"
fzr_num_wb_aliq2_bl_as,whole_blood_post_shipping_storage,,text,Freezer Number,,,,,,,,,,,,,"@DEFAULT='[baseline_arm_1][fzr_num_wb_aliq2]'@HIDDEN"
box_wb_aliq2_bl_as,whole_blood_post_shipping_storage,,text,Location - Box,,,,,,,,,,,,,"@DEFAULT='[baseline_arm_1][box_wb_aliq2]'@HIDDEN"
row_wb_aliq2_bl_as,whole_blood_post_shipping_storage,,text,Location - Row,,,,,,,,,,,,,"@DEFAULT='[baseline_arm_1][row_wb_aliq2]'@HIDDEN"
column_wb_aliq2_bl_as,whole_blood_post_shipping_storage,,text,Location - Column,,,,,,,,,,,,,"@DEFAULT='[baseline_arm_1][column_wb_aliq2]'@HIDDEN"
loc_wb_2_bl_as,whole_blood_post_shipping_storage,,descriptive,"Location - Freezer : [baseline_arm_1][fzr_loc_wb_aliq2]Freezer Number : [baseline_arm_1][fzr_num_wb_aliq2]Location - Box : [baseline_arm_1][box_wb_aliq2]Location - Row : [baseline_arm_1][row_wb_aliq2]Location - Column : [baseline_arm_1][column_wb_aliq2]",,,,,,,,,,,,,@HIDDEN
wb_aliq_3_bl_as,whole_blood_post_shipping_storage,Whole Blood - Aliquot 3,text,Whole Blood Aliquot ID 3,,,,,,,,,,,,,"@DEFAULT='[baseline_arm_1][wb_aliq_3]'@HIDDEN"
